modifier	head	modifier_mean	modifier_std	head_mean	head_std	compound_mean	compound_std	1800_local_mi	1810_local_mi	1820_local_mi	1830_local_mi	1840_local_mi	1850_local_mi	1860_local_mi	1870_local_mi	1880_local_mi	1890_local_mi	1900_local_mi	1910_local_mi	1920_local_mi	1930_local_mi	1940_local_mi	1950_local_mi	1960_local_mi	1970_local_mi	1980_local_mi	1990_local_mi	2000_local_mi	1800_log_ratio	1810_log_ratio	1820_log_ratio	1830_log_ratio	1840_log_ratio	1850_log_ratio	1860_log_ratio	1870_log_ratio	1880_log_ratio	1890_log_ratio	1900_log_ratio	1910_log_ratio	1920_log_ratio	1930_log_ratio	1940_log_ratio	1950_log_ratio	1960_log_ratio	1970_log_ratio	1980_log_ratio	1990_log_ratio	2000_log_ratio	1800_ppmi	1810_ppmi	1820_ppmi	1830_ppmi	1840_ppmi	1850_ppmi	1860_ppmi	1870_ppmi	1880_ppmi	1890_ppmi	1900_ppmi	1910_ppmi	1920_ppmi	1930_ppmi	1940_ppmi	1950_ppmi	1960_ppmi	1970_ppmi	1980_ppmi	1990_ppmi	2000_ppmi	1800_sim_bw_constituents	1810_sim_bw_constituents	1820_sim_bw_constituents	1830_sim_bw_constituents	1840_sim_bw_constituents	1850_sim_bw_constituents	1860_sim_bw_constituents	1870_sim_bw_constituents	1880_sim_bw_constituents	1890_sim_bw_constituents	1900_sim_bw_constituents	1910_sim_bw_constituents	1920_sim_bw_constituents	1930_sim_bw_constituents	1940_sim_bw_constituents	1950_sim_bw_constituents	1960_sim_bw_constituents	1970_sim_bw_constituents	1980_sim_bw_constituents	1990_sim_bw_constituents	2000_sim_bw_constituents	1800_sim_with_head	1810_sim_with_head	1820_sim_with_head	1830_sim_with_head	1840_sim_with_head	1850_sim_with_head	1860_sim_with_head	1870_sim_with_head	1880_sim_with_head	1890_sim_with_head	1900_sim_with_head	1910_sim_with_head	1920_sim_with_head	1930_sim_with_head	1940_sim_with_head	1950_sim_with_head	1960_sim_with_head	1970_sim_with_head	1980_sim_with_head	1990_sim_with_head	2000_sim_with_head	1800_sim_with_modifier	1810_sim_with_modifier	1820_sim_with_modifier	1830_sim_with_modifier	1840_sim_with_modifier	1850_sim_with_modifier	1860_sim_with_modifier	1870_sim_with_modifier	1880_sim_with_modifier	1890_sim_with_modifier	1900_sim_with_modifier	1910_sim_with_modifier	1920_sim_with_modifier	1930_sim_with_modifier	1940_sim_with_modifier	1950_sim_with_modifier	1960_sim_with_modifier	1970_sim_with_modifier	1980_sim_with_modifier	1990_sim_with_modifier	2000_sim_with_modifier
end_noun	user_noun	3.8666669999999996	1.117537	4.866667	0.339935	4.25	0.871165	0.0011418902152211582	0.002555414040225124	0.002155165669412789	0.0012687508769908095	0.0020067149330790066	0.0015782162810779596	0.0015974640746976095	0.0019136846013398134	0.0013801763101460602	0.0007510774635733495	0.0007299258336797254	0.0010108179603186551	0.0010269678714415126	0.0008261103690064322	0.0010228899378255457	0.0012051583972773794	0.0011084736021271398	0.0012198186405322096	0.0025226338774338736	0.0038615672828078273	0.005910038368353974	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.031071818353503e-16	2.395018686806715e-07	0.0	0.0	0.0	1.0148403621863706e-18	1.37934145585998e-16	1.3249738250162336e-06	1.3200737788988627e-05	1.4852475571753726e-05	0.00013743138073503715	0.001386507156195632	0.002421568209108777	0.004021807673661512	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.1344026792506799	0.0	0.0	0.0	0.0	0.0	0.19871776887050502	0.21581701103781112	0.18670297785657408	0.2541114227154773	0.303906434766314	0.2813201037888235	0.2745928928903521	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.6443593233100357e-06	0.0	0.0	0.0	0.0	0.0	0.061254885526237535	0.05593657849717451	0.07723980340866406	0.14679922425340905	0.12558572960075556	0.15099938598397605	0.1833472329751647	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.004110946981022918	0.0	0.0	0.0	0.0	0.0	0.04712305065655414	0.11696647833557615	0.13743479088557406	0.2875212645368441	0.2505337689026715	0.2545366076926048	0.2501407243950156	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0003999952640841096	0.0	0.0	0.0	0.0	0.0	0.1896377700666992	0.4585419503027271	0.5684728677094081	0.5421912253275984	0.51366448245665	0.4907774407324911	0.4653672524540986
firing_noun	line_noun	1.607143	1.6548479999999999	1.892857	1.496169	1.703704	1.717337	0.0011418902152211582	0.002555414040225124	0.002155165669412789	0.0012687508769908095	0.0020067149330790066	0.0015782162810779596	0.0015974640746976095	0.0019136846013398134	0.0013798595030492145	0.0007526506925579271	0.0007443105856028866	0.001045773131881398	0.001045537676425174	0.0008419230608690905	0.0010340355617778811	0.001191947529387701	0.001106711092885741	0.0010604032735774492	0.0007204687662362161	0.0006707180658335754	0.0006117642761475055	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.031071818353503e-16	4.128753323893233e-08	4.469038653490038e-07	6.8439191994188854e-06	1.7467959592403782e-05	8.980573212799712e-06	7.650275842980911e-06	6.240424726218274e-06	3.4346712785429563e-06	1.220529153438932e-05	2.191450819921321e-05	2.1307652212419107e-05	1.5089854844496592e-05	1.0753664405310906e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.045783647702534236	0.05378649139460505	0.12142678846490162	0.1390126831713771	0.1304848610357318	0.12678384278275362	0.11326545310406695	0.1030401841248037	0.1358480236246532	0.1569729819704559	0.14831355852222874	0.13645638786294378	0.123145975002186	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.7147008360586734e-05	0.031753135833792065	0.019671283064306124	0.03299612616485925	0.04463857176568932	0.02621609317542909	0.0210892783862916	0.025286775187612524	0.0260181562032733	0.027890140155232068	0.025223786371557245	0.024533319181162062	0.0271768221249311	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.006036131681520558	0.17538901330462367	0.11093130875003684	0.02536242435394541	0.21295668536389584	0.1640179507383114	0.18735859512156602	0.15252103126266214	0.1525043466950321	0.10668692909072676	0.1116773684065753	0.03547920618506736	0.09481219737259104	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.006154108346295893	0.06691827728886063	0.03697422383864697	0.039910842707332916	0.10278971632309483	0.03511727779616725	0.029946637033944814	0.0224423018115677	0.025111344569137856	0.03773565788611905	0.03247581076340489	0.027583043413196118	0.025671965555418137
game_noun	plan_noun	2.821429	1.9649349999999999	4.862069	0.344828	3.827586	1.233693	0.0011418902152211582	0.002555414040225124	0.002155165669412789	0.0012687508769908095	0.0020067149330790066	0.0015782162810779596	0.0015979923221723256	0.0019136846013398134	0.0013797953502296698	0.0007510774635733495	0.0007299258336797254	0.0010108179603186551	0.0010268571637987703	0.0008261103690064322	0.0010206297075998046	0.0011844522452613227	0.001085656354327727	0.0011017694461484713	0.0009073039664348053	0.001040244950806724	0.0012223952940611268	0.0	0.0	0.0	0.0	0.0	0.0	2.0361159313540173e-07	2.031071818353503e-16	1.6698929053220328e-08	0.0	0.0	0.0	1.0511138913150118e-07	1.37934145585998e-16	9.769861677980312e-11	2.8651802190814624e-07	1.6886520367556234e-07	4.667567624207706e-05	0.000144719077189335	0.00026343110149001133	0.00042675478333848636	0.0	0.0	0.0	0.0	0.0	0.0	0.0876253095365579	0.0	0.02783846656323457	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.029399273645353663	0.15716447465609049	0.18903830975325966	0.19061595300224102	0.1981216416287474	0.0	0.0	0.0	0.0	0.0	0.0	0.06344368248295641	0.0	1.4416107576701044e-05	0.0	0.0	0.0	3.4681365709541233e-07	0.0	5.395994786108109e-05	0.00309265183419214	0.07082691866642159	0.0825918019568774	0.11960433560309025	0.1292909821230968	0.16409446313336865	0.0	0.0	0.0	0.0	0.0	0.0	0.21820857347442127	0.0	0.019065453516084473	0.0	0.0	0.0	0.0012645650140222838	0.0	0.03343245828147539	0.0528187555677121	0.2660707034559525	0.3178361706903488	0.3960633227506089	0.4072240085803563	0.4139145484348797	0.0	0.0	0.0	0.0	0.0	0.0	0.2907478907577999	0.0	0.0007561376688227723	0.0	0.0	0.0	0.00027425529984597595	0.0	0.0025692402607946753	0.0215894905194049	0.1469087424561469	0.18942743051037292	0.21146466707661096	0.19443763443916795	0.24511714191589476
application_noun	form_noun	4.766667	0.42295299999999997	4.862069	0.344828	4.8	0.476095	0.0011418902152211582	0.002555414040225124	0.002155165669412789	0.0012723162319802017	0.0020067149330790066	0.0015789482103990738	0.0015974640746976095	0.001918438753665375	0.0014171102041586336	0.0007771054305765934	0.0008406142026388876	0.0011469160629292536	0.001195047346530847	0.0010762414242548863	0.0015854452477040552	0.002017213933207332	0.0019399435705150477	0.0022207826657952767	0.002253548575578673	0.002675971709714901	0.002238682016421113	0.0	0.0	0.0	2.2811679549180595e-06	0.0	3.504993637361824e-07	0.0	2.8753885232640617e-06	2.4467993409865868e-05	1.6403048381517527e-05	7.552514495198444e-05	9.2602171032839e-05	0.00011282506685290295	0.00017551309031134924	0.0004077038780175128	0.0006453031383090651	0.0006663125247235215	0.0009172039835456717	0.0011657370793175027	0.0015075796869553322	0.0012003148642925527	0.0	0.0	0.0	0.2804928281042457	0.0	0.12745694425735715	0.0	0.21392997652505014	0.2754146205030077	0.25098606044441923	0.3221930161001377	0.3324799604023225	0.3229674894223373	0.349846271855014	0.35655673918977737	0.3566609462125991	0.34432586182982905	0.32247833656274183	0.2899811224088775	0.2700273324038057	0.25541789302474643	0.0	0.0	0.0	0.0002070274307375191	0.0	3.4675309907522222e-06	0.0	0.2503612674654133	0.2286232328260348	0.11521994160966224	0.155289829421337	0.18223981015403407	0.1868469319499365	0.17381348386111073	0.1884335411720934	0.17466465756487742	0.14989650382417566	0.18461083791333435	0.19094934121042587	0.21310759240741065	0.2140116592380645	0.0	0.0	0.0	0.003243796797364866	0.0	0.00046481732345789455	0.0	0.2687520065856687	0.3704132527976906	0.3315576851614204	0.3245805143862752	0.3084713531384513	0.3084628067141585	0.2943457050245468	0.3619151358630249	0.3697616612962826	0.3515786522255981	0.3769275077252213	0.3776158446454002	0.2657267373819882	0.2837921916379145	0.0	0.0	0.0	0.06382256462726027	0.0	0.007459986570544263	0.0	0.27002878196844154	0.43102436235626	0.2628176952901806	0.3916565467650341	0.5203948767844125	0.4885239207393412	0.4253613311207906	0.4283908299008069	0.3754513265757428	0.3253156819307345	0.3525385053765295	0.30754214998117363	0.2938220330999057	0.303618325912515
web_noun	site_noun	2.678571	1.69144	3.933333	1.1813360000000002	3.785714	1.205853	0.0018814029102941648	0.002555414040225124	0.0021688763670361932	0.0012687508769908095	0.0020169745298401227	0.0015871207115599605	0.00160225789096986	0.001931868397722764	0.001397372580109443	0.0007595655883278739	0.0007368061323927442	0.001018177817740526	0.0010677429145317962	0.0008450100825227602	0.0010317465345302383	0.0011980061757085694	0.0011208272946018104	0.0011525748462041518	0.0009818207171488924	0.020460828090170285	0.07252277125154638	0.0005848677107750457	0.0	1.044515632106048e-05	0.0	7.501313858792479e-06	6.4454613179869735e-06	3.3170814464735022e-06	1.3152293452464999e-05	1.1913331537893175e-05	5.495122864053733e-06	4.2237260573345084e-06	4.4369748258030665e-06	2.679565917766597e-05	1.226259718252432e-05	7.16441070590064e-06	9.098642882856286e-06	2.5787801156908317e-05	9.574516484546821e-05	0.00022576560700266407	0.016411338886457915	0.06262625297118574	0.7469568313125129	0.0	0.6014651475038516	0.0	0.5294165848990641	0.5168675293493749	0.3975973902602768	0.4675683026363671	0.3296425550675509	0.290197074641423	0.23914898653659966	0.2397295340398027	0.3438178808690521	0.3030702587396608	0.27586387028437925	0.2723436295667604	0.3056781705639677	0.3325300485382534	0.3359949263843091	0.3230413007288596	0.2811311449003559	0.2918417735964886	0.0	0.003025085161127355	0.0	0.002576874047095525	0.0028971352611243113	0.00021564563709023635	0.002059203421394656	0.0002441597632118871	0.00014342367082010248	4.778754372144147e-05	0.08633641572385096	0.0021051113172794052	0.0005916574933734741	0.0003836373045475623	0.10287240000581188	0.11622303856283273	0.08191791348403604	0.07222411452801004	0.05583135393768115	0.03545380516758725	0.5822225097395819	0.0	0.12126781251816646	0.0	0.044799827968990895	0.03059950306810522	0.013192772867726887	0.03293543321412959	0.01586370532937168	0.014146579048873063	0.006755234718958058	0.02564440928240513	0.04588661542659349	0.020811623576905768	0.017977958698452163	0.03419190364790016	0.13403307178969345	0.07250012817872145	0.17065272046335286	0.2340495904979409	0.1706383022679633	0.5012547071170854	0.0	0.0249454912916334	0.0	0.05751973085430506	0.09467916046467044	0.01634574014517935	0.06252243314993773	0.015391092947233754	0.010138399561095851	0.0070741500050811425	0.02330935534896403	0.04587636934449935	0.028429184834479912	0.02133931393337732	0.04715572597687902	0.13856903413530525	0.1607234220534961	0.2016721215014456	0.2298300398319421	0.19373891804575896
flea_noun	market_noun	0.37931	0.805746	4.714286	0.839096	1.517241	1.133219	0.0011418902152211582	0.002555414040225124	0.002155165669412789	0.0012687508769908095	0.0020067149330790066	0.0015782162810779596	0.0015974640746976095	0.0019136846013398134	0.0013796958295779714	0.0007510774635733495	0.0007299258336797254	0.0010117130104598244	0.0010272050711590654	0.0008281009475195276	0.001025221458068475	0.001216222690173292	0.0011035515519545443	0.0011204821596117614	0.000988617292432504	0.0011743349384443018	0.001174531759664659	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.031071818353503e-16	0.0	0.0	0.0	5.160511584826604e-07	1.2787341809491044e-07	1.2195278280213163e-06	2.968105517246708e-06	2.3434265715434986e-05	1.3530718429091472e-05	7.618479159021906e-05	0.00025037086937695744	0.00043141919257403533	0.0004909876665799356	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.20407863724785394	0.17000712529833675	0.2287623849679168	0.26011013624437995	0.313141328578188	0.26967238500437163	0.29340977807498964	0.284108682112844	0.2728250243556877	0.27971568719942624	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0002988717332049736	0.006020109299129078	0.00046835583763971974	0.0011866152321258795	0.06866129059998162	0.0369372199659972	0.022078314620749245	0.025962395952707617	0.02557098542314344	0.014849545584904422	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.001528184534610456	0.27416294229701593	0.0025321886618171205	0.008795011182335685	0.13946448543237944	0.06278630160334828	0.09935682842542827	0.11559330611470632	0.1101079005204046	0.07479426560320575	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.187174698717624	0.021958143754552937	0.18496087779795348	0.13491912716485602	0.34113708595933906	0.21836704075890825	0.16664889048885628	0.17192967778833376	0.16683099434059845	0.15229209329052226
grandfather_noun	clock_noun	0.428571	0.775913	5.0	0.0	2.642857	1.3151389999999998	0.0011418902152211582	0.002555414040225124	0.002155165669412789	0.0012687508769908095	0.0020067149330790066	0.0015782162810779596	0.0015974640746976095	0.0019136846013398134	0.0013796958295779714	0.0007510774635733495	0.0007392772865570406	0.0010325195946257401	0.0010546692407583916	0.000882731040736993	0.0010520840523472904	0.0012256224952793449	0.0010990741523696037	0.001047048592200826	0.0007428038790656479	0.0007178886987658791	0.0006786205677207867	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.031071818353503e-16	0.0	0.0	6.043351956567103e-06	1.4364553486502829e-05	1.8482588838125863e-05	3.9487970641884776e-05	2.213051924191613e-05	3.073494836004475e-05	1.0572912528947799e-05	1.7571290675574602e-05	4.550098523181826e-05	5.745962897295171e-05	6.710621843480375e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.2908276279402872	0.3534390941378446	0.3676718952734585	0.4198059822682956	0.4097018549448713	0.4187001210207839	0.3717412586724284	0.4012706904766111	0.4205085174233353	0.3996318670636371	0.37992106945049975	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.002119816882833274	0.006250152910308188	0.009603188091199122	0.020259713383016856	0.013428048179309407	0.023688617283983325	0.0072864758972180825	0.014270146878400615	0.019666565011865592	0.01596584986612662	0.014773159203577125	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.03555687319087208	0.049724792463765585	0.041570060853851336	0.06357019085273674	0.039238353852042565	0.05032272305973747	0.03651176294394868	0.03838450292659161	0.04008513475911752	0.036000312132325886	0.0326631872426444	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.07134781407801133	0.1456896876711119	0.2635653377021619	0.403126215978336	0.34645950585165697	0.5004145032093571	0.20970866061342702	0.3903708972796592	0.5182727929652043	0.4609766746235607	0.473588671712074
diamond_noun	wedding_noun	1.066667	1.289272	3.407407	1.340516	1.703704	1.047566	0.0011418902152211582	0.002555414040225124	0.002155165669412789	0.0012687508769908095	0.0020067149330790066	0.0015782162810779596	0.0015974640746976095	0.0019136846013398134	0.0013796958295779714	0.0007510774635733495	0.0007299258336797254	0.0010108179603186551	0.0010269678714415126	0.0008261103690064322	0.0010211380827401977	0.0011850581330108375	0.0010849986391049675	0.0010256188869103822	0.0006866041646025633	0.0006457948530968421	0.0005937607359895154	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.031071818353503e-16	0.0	0.0	0.0	0.0	1.0148403621863706e-18	1.37934145585998e-16	2.921204984743592e-07	2.2115325570230789e-07	1.0313852886080133e-07	1.1107146954183287e-06	1.3367037820735851e-06	4.941476869647096e-07	7.093527222667457e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.19804661916227648	0.1853537739674957	0.15776847710196987	0.2566902215854645	0.24088643865901035	0.18461019974275075	0.18251532624031014	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.002680280155492015	0.0023081036297429728	0.00290892760716339	0.002077095155641253	0.0020431284660231267	0.0009205360164522901	0.000700539913688861	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.08986753133425598	0.07299027424150388	0.19112655658900868	0.08997323511406048	0.09234081756023556	0.05966176390584115	0.07346085771291848	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.03078761258909823	0.03255466866447613	0.017262949900790962	0.025240014116217374	0.023626782803525183	0.01624036262819456	0.009914355057619784
guilt_noun	trip_noun	4.714286	0.589015	0.8620690000000001	0.9367639999999999	2.1851849999999997	1.155888	0.0011418902152211582	0.002555414040225124	0.002155165669412789	0.0012687508769908095	0.0020067149330790066	0.0015782162810779596	0.0015974640746976095	0.0019136846013398134	0.0013796958295779714	0.0007510774635733495	0.0007299258336797254	0.0010108179603186551	0.0010269678714415126	0.0008261103690064322	0.0010207474489743432	0.0011846957771730312	0.0010848919130242362	0.0010328851896790855	0.0007721013979938633	0.0007614612555157668	0.0007385674719991853	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.031071818353503e-16	0.0	0.0	0.0	0.0	1.0148403621863706e-18	1.37934145585998e-16	4.261899063620112e-08	0.0	2.437657873160723e-08	6.026380163847233e-06	6.510420899507039e-05	8.844027338421529e-05	0.00011200352118160856	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.08561924718390374	0.0	0.06171998600851565	0.23443588054350384	0.3279191263946655	0.3259822024606911	0.33446363872349805	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.4172854109019394e-07	0.0	6.121373372545343e-08	0.007990838917146399	0.012715216092080813	0.013732031954928234	0.013301002276118024	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00010738703378098832	0.0	9.207657629607288e-05	0.025827536842058282	0.027505692306790317	0.025716855261941274	0.029567669692420886	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0013197919348367866	0.0	0.0006648133128736263	0.014018482839756263	0.1117600197640356	0.1589508319790353	0.201382787990121
silver_noun	spoon_noun	1.592593	1.472193	1.444444	1.77082	1.518519	1.449658	0.0024583275628143344	0.0045363757414844325	0.0033932564039889585	0.002685532693557263	0.003822564076257936	0.003600690512113435	0.0033010866780387982	0.0036984608370398673	0.003216816711795363	0.001968984794052959	0.0020008271856312076	0.001776143208683093	0.0018768055058414343	0.0016733774679205875	0.001817367895796095	0.0018527956199016144	0.0016560827101590554	0.0015560081349783243	0.0013360576139815454	0.0013178400441208249	0.0014862466678627086	0.0009670455670128347	0.0014900125063676026	0.0009844375904477266	0.0010791403642982935	0.001413074840405949	0.0015752865949049085	0.0013017877276818369	0.0013915219750905805	0.0014142369903325873	0.0009001043538825883	0.0009455567970655296	0.0005555953174026078	0.000620821664586073	0.0006332351500579459	0.0006068449205031613	0.0005337703237334773	0.00046402180707073035	0.00043519805432216317	0.0005346342801976215	0.0005523770975150057	0.0007386533783923937	0.4120162988731573	0.4025643403796649	0.39644488615073703	0.39950089344511336	0.4021527981507113	0.3917578088327075	0.3919496350394292	0.3922459021279823	0.3742823041588085	0.3525973587329924	0.36034981161863133	0.3741965348454945	0.38116423257109067	0.3920943894720891	0.4023100575768439	0.4039588964047308	0.403062937207027	0.4105103276165797	0.4108273166452271	0.39612655077684256	0.3882156136510719	0.016920226847109955	0.015105325077055013	0.01204248775789308	0.016133362603376385	0.016991717235581242	0.02126317673533226	0.02164828129912116	0.014039955975994544	0.021197259070145347	0.017156819057701705	0.019500186937093687	0.017773318094934258	0.015350629468414012	0.01560606453710231	0.01904034117147695	0.017567317088168655	0.015669108460421154	0.019599926936941108	0.02193569606810467	0.02936397980166702	0.0254886709178645	0.17953577803190146	0.20036844412711088	0.211402682567864	0.1977904827297949	0.20634368206034245	0.17998939390673796	0.17720059821080064	0.18421316159210974	0.1974757652131788	0.18954120272587507	0.18675961689424184	0.2174917952458557	0.22887422407302335	0.22953494761456436	0.2528289539214983	0.2451995684367004	0.24657832905081145	0.26136554850703275	0.2571658601388892	0.2493603710075735	0.2529784699588658	0.09424431738671844	0.07626788439343693	0.055748985290977486	0.045370956580624205	0.06370281793346493	0.1005426188895354	0.0917754865832226	0.07179766458654076	0.09042791714294746	0.07753325680806275	0.0893394234965194	0.0700217008478569	0.060004656189966026	0.06282469422876462	0.07155174741150333	0.06343829716827637	0.05711483296706895	0.06703305316744773	0.07101280186870416	0.07556107764354741	0.08458482289305222
